NAME,INSTALLED,FIXED-IN,TYPE,VULNERABILITY,SEVERITY
python-libs,2.7.5-88.el7,0:2.7.5-93.el7_9,rpm,CVE-2023-24329,High
python-libs,2.7.5-88.el7,(won't fix),rpm,CVE-2024-0450,Medium
python-libs,2.7.5-88.el7,(won't fix),rpm,CVE-2023-36632,Medium
python-libs,2.7.5-88.el7,(won't fix),rpm,CVE-2023-27043,Medium
python-libs,2.7.5-88.el7,(won't fix),rpm,CVE-2022-48566,Medium
python-libs,2.7.5-88.el7,(won't fix),rpm,CVE-2022-48565,Medium
python-libs,2.7.5-88.el7,(won't fix),rpm,CVE-2022-48560,Medium
python-libs,2.7.5-88.el7,(won't fix),rpm,CVE-2022-45061,Medium
python-libs,2.7.5-88.el7,(won't fix),rpm,CVE-2022-0391,Medium
python-libs,2.7.5-88.el7,(won't fix),rpm,CVE-2021-4189,Medium
python-libs,2.7.5-88.el7,(won't fix),rpm,CVE-2021-3733,Medium
python-libs,2.7.5-88.el7,0:2.7.5-92.el7_9,rpm,CVE-2021-3177,Medium
python-libs,2.7.5-88.el7,(won't fix),rpm,CVE-2021-23336,Medium
python-libs,2.7.5-88.el7,(won't fix),rpm,CVE-2020-8492,Medium
python-libs,2.7.5-88.el7,(won't fix),rpm,CVE-2020-27619,Medium
python-libs,2.7.5-88.el7,0:2.7.5-92.el7_9,rpm,CVE-2020-26137,Medium
python-libs,2.7.5-88.el7,0:2.7.5-92.el7_9,rpm,CVE-2020-26116,Medium
python-libs,2.7.5-88.el7,(won't fix),rpm,CVE-2020-10735,Medium
python-libs,2.7.5-88.el7,0:2.7.5-90.el7,rpm,CVE-2019-20907,Medium
python-libs,2.7.5-88.el7,(won't fix),rpm,CVE-2019-18348,Medium
python-libs,2.7.5-88.el7,0:2.7.5-89.el7,rpm,CVE-2019-16935,Medium
python-libs,2.7.5-88.el7,(won't fix),rpm,CVE-2017-1000158,Medium
python-libs,2.7.5-88.el7,(won't fix),rpm,CVE-2013-7040,Medium
python-libs,2.7.5-88.el7,(won't fix),rpm,CVE-2013-1665,Medium
python-libs,2.7.5-88.el7,(won't fix),rpm,CVE-2013-1664,Medium
python-libs,2.7.5-88.el7,(won't fix),rpm,CVE-2007-4559,Medium
python-libs,2.7.5-88.el7,(won't fix),rpm,CVE-2021-3737,Low
python-libs,2.7.5-88.el7,(won't fix),rpm,CVE-2019-9674,Low
python-libs,2.7.5-88.el7,(won't fix),rpm,CVE-2018-1000030,Low
python-lxml,3.2.1-4.el7,(won't fix),rpm,CVE-2021-43818,Medium
python-lxml,3.2.1-4.el7,(won't fix),rpm,CVE-2021-28957,Medium
python-lxml,3.2.1-4.el7,(won't fix),rpm,CVE-2020-27783,Medium
python-lxml,3.2.1-4.el7,(won't fix),rpm,CVE-2018-19787,Medium
python-lxml,3.2.1-4.el7,(won't fix),rpm,CVE-2014-3146,Low
readline,6.2-11.el7,(won't fix),rpm,CVE-2016-7091,Low
rpm,4.11.3-43.el7,(won't fix),rpm,CVE-2021-35939,Medium
rpm,4.11.3-43.el7,(won't fix),rpm,CVE-2021-35938,Medium
rpm,4.11.3-43.el7,(won't fix),rpm,CVE-2021-35937,Medium
rpm,4.11.3-43.el7,(won't fix),rpm,CVE-2021-3521,Medium
rpm,4.11.3-43.el7,(won't fix),rpm,CVE-2021-3421,Medium
rpm,4.11.3-43.el7,0:4.11.3-48.el7_9,rpm,CVE-2021-20271,Medium
rpm,4.11.3-43.el7,(won't fix),rpm,CVE-2017-7501,Medium
rpm,4.11.3-43.el7,(won't fix),rpm,CVE-2017-7500,Medium
rpm,4.11.3-43.el7,(won't fix),rpm,CVE-2021-20266,Low
rpm-build-libs,4.11.3-43.el7,(won't fix),rpm,CVE-2021-35939,Medium
rpm-build-libs,4.11.3-43.el7,(won't fix),rpm,CVE-2021-35938,Medium
rpm-build-libs,4.11.3-43.el7,(won't fix),rpm,CVE-2021-35937,Medium
rpm-build-libs,4.11.3-43.el7,(won't fix),rpm,CVE-2021-3521,Medium
rpm-build-libs,4.11.3-43.el7,(won't fix),rpm,CVE-2021-3421,Medium
rpm-build-libs,4.11.3-43.el7,0:4.11.3-48.el7_9,rpm,CVE-2021-20271,Medium
rpm-build-libs,4.11.3-43.el7,(won't fix),rpm,CVE-2017-7501,Medium
rpm-build-libs,4.11.3-43.el7,(won't fix),rpm,CVE-2017-7500,Medium
rpm-build-libs,4.11.3-43.el7,(won't fix),rpm,CVE-2021-20266,Low
rpm-libs,4.11.3-43.el7,(won't fix),rpm,CVE-2021-35939,Medium
rpm-libs,4.11.3-43.el7,(won't fix),rpm,CVE-2021-35938,Medium
rpm-libs,4.11.3-43.el7,(won't fix),rpm,CVE-2021-35937,Medium
rpm-libs,4.11.3-43.el7,(won't fix),rpm,CVE-2021-3521,Medium
rpm-libs,4.11.3-43.el7,(won't fix),rpm,CVE-2021-3421,Medium
rpm-libs,4.11.3-43.el7,0:4.11.3-48.el7_9,rpm,CVE-2021-20271,Medium
rpm-libs,4.11.3-43.el7,(won't fix),rpm,CVE-2017-7501,Medium
rpm-libs,4.11.3-43.el7,(won't fix),rpm,CVE-2017-7500,Medium
rpm-libs,4.11.3-43.el7,(won't fix),rpm,CVE-2021-20266,Low
rpm-python,4.11.3-43.el7,(won't fix),rpm,CVE-2021-35939,Medium
rpm-python,4.11.3-43.el7,(won't fix),rpm,CVE-2021-35938,Medium
rpm-python,4.11.3-43.el7,(won't fix),rpm,CVE-2021-35937,Medium
rpm-python,4.11.3-43.el7,(won't fix),rpm,CVE-2021-3521,Medium
rpm-python,4.11.3-43.el7,(won't fix),rpm,CVE-2021-3421,Medium
rpm-python,4.11.3-43.el7,0:4.11.3-48.el7_9,rpm,CVE-2021-20271,Medium
rpm-python,4.11.3-43.el7,(won't fix),rpm,CVE-2017-7501,Medium
rpm-python,4.11.3-43.el7,(won't fix),rpm,CVE-2017-7500,Medium
rpm-python,4.11.3-43.el7,(won't fix),rpm,CVE-2021-20266,Low
shadow-utils,2:4.6-5.el7,(won't fix),rpm,CVE-2023-4641,Low
snakeyaml,1.26,2.0,java-archive,GHSA-mjmj-j48q-9wg2,High
snakeyaml,1.26,1.31,java-archive,GHSA-3mc7-4q67-w48m,High
snakeyaml,1.26,1.32,java-archive,GHSA-w37g-rhq8-7m4j,Medium
snakeyaml,1.26,1.31,java-archive,GHSA-hhhw-99gj-p3c3,Medium
snakeyaml,1.26,1.31,java-archive,GHSA-c4r9-r8fh-9vj2,Medium
snakeyaml,1.26,1.32,java-archive,GHSA-9w3m-gqgf-c4p9,Medium
snakeyaml,1.26,1.31,java-archive,GHSA-98wm-3w3q-mw94,Medium
sqlite,3.7.17-8.el7_7.1,(won't fix),rpm,CVE-2019-5827,High
sqlite,3.7.17-8.el7_7.1,(won't fix),rpm,CVE-2022-35737,Medium
sqlite,3.7.17-8.el7_7.1,(won't fix),rpm,CVE-2020-35527,Medium
sqlite,3.7.17-8.el7_7.1,(won't fix),rpm,CVE-2020-24736,Medium
sqlite,3.7.17-8.el7_7.1,(won't fix),rpm,CVE-2020-13631,Medium
sqlite,3.7.17-8.el7_7.1,(won't fix),rpm,CVE-2020-13435,Medium
sqlite,3.7.17-8.el7_7.1,(won't fix),rpm,CVE-2019-8457,Medium
sqlite,3.7.17-8.el7_7.1,(won't fix),rpm,CVE-2019-20218,Medium
sqlite,3.7.17-8.el7_7.1,(won't fix),rpm,CVE-2019-19924,Medium
sqlite,3.7.17-8.el7_7.1,(won't fix),rpm,CVE-2019-19880,Medium
sqlite,3.7.17-8.el7_7.1,(won't fix),rpm,CVE-2019-19645,Medium
sqlite,3.7.17-8.el7_7.1,(won't fix),rpm,CVE-2019-19603,Medium
sqlite,3.7.17-8.el7_7.1,(won't fix),rpm,CVE-2019-13753,Medium
sqlite,3.7.17-8.el7_7.1,(won't fix),rpm,CVE-2019-13752,Medium
sqlite,3.7.17-8.el7_7.1,(won't fix),rpm,CVE-2019-13751,Medium
sqlite,3.7.17-8.el7_7.1,(won't fix),rpm,CVE-2017-7000,Medium
sqlite,3.7.17-8.el7_7.1,(won't fix),rpm,CVE-2015-7036,Medium
sqlite,3.7.17-8.el7_7.1,(won't fix),rpm,CVE-2024-0232,Low
sqlite,3.7.17-8.el7_7.1,(won't fix),rpm,CVE-2023-36191,Low
sqlite,3.7.17-8.el7_7.1,(won't fix),rpm,CVE-2021-45346,Low
sqlite,3.7.17-8.el7_7.1,(won't fix),rpm,CVE-2020-35525,Low
sqlite,3.7.17-8.el7_7.1,(won't fix),rpm,CVE-2019-19244,Low
sqlite,3.7.17-8.el7_7.1,(won't fix),rpm,CVE-2018-8740,Low
sqlite,3.7.17-8.el7_7.1,(won't fix),rpm,CVE-2017-15286,Low
sqlite,3.7.17-8.el7_7.1,(won't fix),rpm,CVE-2017-13685,Low
sqlite,3.7.17-8.el7_7.1,(won't fix),rpm,CVE-2017-10989,Low
sqlite,3.7.17-8.el7_7.1,(won't fix),rpm,CVE-2016-6153,Low
sshd-common,2.3.0,2.9.2,java-archive,GHSA-fhw8-8j55-vwgq,Critical
sshd-common,2.3.0,2.9.3,java-archive,GHSA-mjmq-gwgm-5qhm,Medium
sshd-common,2.7.0,2.9.2,java-archive,GHSA-fhw8-8j55-vwgq,Critical
sshd-common,2.7.0,2.9.3,java-archive,GHSA-mjmq-gwgm-5qhm,Medium
systemd,219-73.el7_8.9,0:219-78.el7_9.7,rpm,CVE-2022-2526,High
systemd,219-73.el7_8.9,Not Fixed,rpm,CVE-2023-26604,Medium
systemd,219-73.el7_8.9,(won't fix),rpm,CVE-2022-45873,Medium
systemd,219-73.el7_8.9,(won't fix),rpm,CVE-2022-4415,Medium
systemd,219-73.el7_8.9,(won't fix),rpm,CVE-2022-3821,Medium
systemd,219-73.el7_8.9,(won't fix),rpm,CVE-2021-3997,Medium
systemd,219-73.el7_8.9,(won't fix),rpm,CVE-2020-13776,Medium
systemd,219-73.el7_8.9,(won't fix),rpm,CVE-2020-13529,Medium
systemd,219-73.el7_8.9,(won't fix),rpm,CVE-2019-3842,Medium
systemd,219-73.el7_8.9,(won't fix),rpm,CVE-2018-6954,Medium
systemd,219-73.el7_8.9,(won't fix),rpm,CVE-2017-18078,Medium
systemd,219-73.el7_8.9,(won't fix),rpm,CVE-2013-4392,Medium
systemd,219-73.el7_8.9,0:219-78.el7,rpm,CVE-2019-20386,Low
systemd,219-73.el7_8.9,(won't fix),rpm,CVE-2016-6349,Low
systemd-libs,219-73.el7_8.9,0:219-78.el7_9.7,rpm,CVE-2022-2526,High
systemd-libs,219-73.el7_8.9,Not Fixed,rpm,CVE-2023-26604,Medium
systemd-libs,219-73.el7_8.9,(won't fix),rpm,CVE-2022-45873,Medium
systemd-libs,219-73.el7_8.9,(won't fix),rpm,CVE-2022-4415,Medium
systemd-libs,219-73.el7_8.9,(won't fix),rpm,CVE-2022-3821,Medium
systemd-libs,219-73.el7_8.9,(won't fix),rpm,CVE-2021-3997,Medium
systemd-libs,219-73.el7_8.9,(won't fix),rpm,CVE-2020-13776,Medium
systemd-libs,219-73.el7_8.9,(won't fix),rpm,CVE-2020-13529,Medium
systemd-libs,219-73.el7_8.9,(won't fix),rpm,CVE-2019-3842,Medium
systemd-libs,219-73.el7_8.9,(won't fix),rpm,CVE-2018-6954,Medium
systemd-libs,219-73.el7_8.9,(won't fix),rpm,CVE-2017-18078,Medium
systemd-libs,219-73.el7_8.9,(won't fix),rpm,CVE-2013-4392,Medium
systemd-libs,219-73.el7_8.9,0:219-78.el7,rpm,CVE-2019-20386,Low
systemd-libs,219-73.el7_8.9,(won't fix),rpm,CVE-2016-6349,Low
tar,2:1.26-35.el7,(won't fix),rpm,CVE-2022-48303,Medium
tar,2:1.26-35.el7,(won't fix),rpm,CVE-2021-20193,Medium
tar,2:1.26-35.el7,(won't fix),rpm,CVE-2016-6321,Medium
tar,2:1.26-35.el7,(won't fix),rpm,CVE-2005-2541,Medium
tar,2:1.26-35.el7,(won't fix),rpm,CVE-2023-39804,Low
tar,2:1.26-35.el7,(won't fix),rpm,CVE-2019-9923,Low
tar,2:1.26-35.el7,(won't fix),rpm,CVE-2018-20482,Low
undertow-core,2.2.12.Final,2.2.24.Final,java-archive,GHSA-pfcc-3g6r-8rg8,Critical
undertow-core,2.2.12.Final,2.2.24.Final,java-archive,GHSA-m4mm-pg93-fv78,High
undertow-core,2.2.12.Final,2.2.19.Final,java-archive,GHSA-95rf-557x-44g5,High
undertow-core,2.2.12.Final,2.2.15,java-archive,GHSA-339q-62wm-c39w,High
undertow-core,2.2.12.Final,2.2.31.Final,java-archive,GHSA-v76w-3ph8-vm66,Medium
unzip,6.0-21.el7,(won't fix),rpm,CVE-2015-7697,Medium
unzip,6.0-21.el7,(won't fix),rpm,CVE-2015-7696,Medium
unzip,6.0-21.el7,(won't fix),rpm,CVE-2022-0530,Low
unzip,6.0-21.el7,(won't fix),rpm,CVE-2022-0529,Low
unzip,6.0-21.el7,(won't fix),rpm,CVE-2021-4217,Low
unzip,6.0-21.el7,(won't fix),rpm,CVE-2018-1000035,Low
unzip,6.0-21.el7,(won't fix),rpm,CVE-2016-9844,Low
unzip,6.0-21.el7,(won't fix),rpm,CVE-2014-9913,Low
util-linux,2.23.2-63.el7,(won't fix),rpm,CVE-2022-0563,Medium
util-linux,2.23.2-63.el7,(won't fix),rpm,CVE-2020-21583,Medium
util-linux,2.23.2-63.el7,(won't fix),rpm,CVE-2016-2779,Medium
util-linux,2.23.2-63.el7,(won't fix),rpm,CVE-2014-9114,Medium
util-linux,2.23.2-63.el7,(won't fix),rpm,CVE-2021-37600,Low
util-linux,2.23.2-63.el7,(won't fix),rpm,CVE-2015-5218,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-1629,Medium
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-1621,Medium
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-0359,Medium
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2021-4193,Medium
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2021-4192,Medium
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2021-4019,Medium
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2021-3984,Medium
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2021-3872,Medium
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2021-3796,Medium
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2021-3778,Medium
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2019-20807,Medium
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2024-22667,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2023-5535,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2023-5441,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2023-5344,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2023-48706,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2023-48237,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2023-48236,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2023-48235,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2023-48234,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2023-48233,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2023-48232,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2023-48231,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2023-46246,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2023-2610,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2023-2609,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2023-1264,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2023-1175,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2023-1170,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2023-1127,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2023-0512,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2023-0433,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2023-0288,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2023-0054,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2023-0051,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2023-0049,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-4292,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-3705,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-3591,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-3520,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-3352,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-3296,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-3256,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-3235,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-3234,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-3153,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-3037,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-2980,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-2946,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-2923,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-2889,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-2874,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-2862,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-2849,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-2845,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-2819,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-2817,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-2816,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-2598,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-2581,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-2580,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-2571,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-2345,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-2344,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-2343,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-2289,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-2288,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-2287,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-2286,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-2285,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-2284,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-2231,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-2210,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-2208,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-2207,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-2206,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-2183,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-2182,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-2175,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-2129,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-2126,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-2125,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-2124,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-1720,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-1619,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-1154,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2022-0351,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2021-4166,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2021-4069,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2021-3974,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2021-3927,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2021-3903,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2021-3236,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2017-6350,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2017-5953,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2017-17087,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2017-11109,Low
vim-minimal,2:7.4.629-6.el7,(won't fix),rpm,CVE-2017-1000382,Low
wildfly-controller,17.0.1.Final,22.0.0.Final,java-archive,GHSA-26qx-4m49-6cfr,Medium
wildfly-elytron,1.17.1.Final,1.20.3.Final,java-archive,GHSA-jmj6-p2j9-68cp,High
wildfly-elytron-http-oidc,1.17.0.Final,Not Fixed,java-archive,GHSA-jpmx-996v-48fm,High
wildfly-elytron-http-oidc,1.17.1.Final,Not Fixed,java-archive,GHSA-jpmx-996v-48fm,High
wildfly-elytron-realm-token,1.17.1.Final,Not Fixed,java-archive,GHSA-v4mm-q8fv-r2w5,High
woodstox-core,6.0.3,6.4.0,java-archive,GHSA-3f7h-mf4q-vrm4,Medium
xalan,2.7.1.jbossorg-5,2.7.2,java-archive,GHSA-rc2w-r4jq-7pfx,High
xalan,2.7.1.jbossorg-5,2.7.3,java-archive,GHSA-9339-86wc-4qgf,High
xercesImpl,2.12.0.SP03,2.12.2,java-archive,GHSA-h65f-jvqw-m9fj,Medium
xmlsec,2.2.3,2.2.6,java-archive,GHSA-xfrj-6vvc-3xm2,Medium
xnio-api,3.8.4.Final,3.8.14.Final,java-archive,GHSA-7f88-5hhx-67m2,High
xz,5.2.2-1.el7,0:5.2.2-2.el7_9,rpm,CVE-2022-1271,High
xz-libs,5.2.2-1.el7,0:5.2.2-2.el7_9,rpm,CVE-2022-1271,High
zlib,1.2.7-18.el7,0:1.2.7-20.el7_9,rpm,CVE-2018-25032,High
zlib,1.2.7-18.el7,(won't fix),rpm,CVE-2023-45853,Medium
zlib,1.2.7-18.el7,0:1.2.7-21.el7_9,rpm,CVE-2022-37434,Medium
apt,2.6.1,Not Fixed,deb,CVE-2011-3374,Negligible
apt-transport-https,2.6.1,Not Fixed,deb,CVE-2011-3374,Negligible
bsdutils,1:2.38.1-5+deb12u1,Not Fixed,deb,CVE-2022-0563,Negligible
coreutils,9.1-1,(won't fix),deb,CVE-2016-2781,Low
coreutils,9.1-1,Not Fixed,deb,CVE-2017-18018,Negligible
curl,7.88.1-10+deb12u5,Not Fixed,deb,CVE-2024-2379,Negligible
curl,7.88.1-10+deb12u5,(won't fix),deb,CVE-2024-2398,Unknown
curl,7.88.1-10+deb12u5,(won't fix),deb,CVE-2024-2004,Unknown
dirmngr,2.2.40-1.1,Not Fixed,deb,CVE-2022-3219,Negligible
gcc-12-base,12.2.0-14,(won't fix),deb,CVE-2023-4039,Medium
gcc-12-base,12.2.0-14,Not Fixed,deb,CVE-2022-27943,Negligible
git,1:2.39.2-1.1,Not Fixed,deb,CVE-2024-32002,Critical
git,1:2.39.2-1.1,Not Fixed,deb,CVE-2024-32465,High
git,1:2.39.2-1.1,Not Fixed,deb,CVE-2024-32004,High
git,1:2.39.2-1.1,(won't fix),deb,CVE-2023-29007,High
git,1:2.39.2-1.1,(won't fix),deb,CVE-2023-25652,High
git,1:2.39.2-1.1,Not Fixed,deb,CVE-2024-32021,Low
git,1:2.39.2-1.1,Not Fixed,deb,CVE-2024-32020,Low
git,1:2.39.2-1.1,(won't fix),deb,CVE-2023-25815,Low
git,1:2.39.2-1.1,Not Fixed,deb,CVE-2022-24975,Negligible
git,1:2.39.2-1.1,Not Fixed,deb,CVE-2018-1000021,Negligible
git-man,1:2.39.2-1.1,Not Fixed,deb,CVE-2024-32002,Critical
git-man,1:2.39.2-1.1,Not Fixed,deb,CVE-2024-32465,High
git-man,1:2.39.2-1.1,Not Fixed,deb,CVE-2024-32004,High
git-man,1:2.39.2-1.1,(won't fix),deb,CVE-2023-29007,High
git-man,1:2.39.2-1.1,(won't fix),deb,CVE-2023-25652,High
git-man,1:2.39.2-1.1,Not Fixed,deb,CVE-2024-32021,Low
git-man,1:2.39.2-1.1,Not Fixed,deb,CVE-2024-32020,Low
git-man,1:2.39.2-1.1,(won't fix),deb,CVE-2023-25815,Low
git-man,1:2.39.2-1.1,Not Fixed,deb,CVE-2022-24975,Negligible
git-man,1:2.39.2-1.1,Not Fixed,deb,CVE-2018-1000021,Negligible
gnupg,2.2.40-1.1,Not Fixed,deb,CVE-2022-3219,Negligible
gnupg-l10n,2.2.40-1.1,Not Fixed,deb,CVE-2022-3219,Negligible
gnupg-utils,2.2.40-1.1,Not Fixed,deb,CVE-2022-3219,Negligible
golang.org/x/net,v0.17.0,0.23.0,go-module,GHSA-4v7x-pqxf-cx7m,Medium
gpg,2.2.40-1.1,Not Fixed,deb,CVE-2022-3219,Negligible
gpg-agent,2.2.40-1.1,Not Fixed,deb,CVE-2022-3219,Negligible
gpg-wks-client,2.2.40-1.1,Not Fixed,deb,CVE-2022-3219,Negligible
gpg-wks-server,2.2.40-1.1,Not Fixed,deb,CVE-2022-3219,Negligible
gpgconf,2.2.40-1.1,Not Fixed,deb,CVE-2022-3219,Negligible
gpgsm,2.2.40-1.1,Not Fixed,deb,CVE-2022-3219,Negligible
gpgv,2.2.40-1.1,Not Fixed,deb,CVE-2022-3219,Negligible
libapt-pkg6.0,2.6.1,Not Fixed,deb,CVE-2011-3374,Negligible
libblkid1,2.38.1-5+deb12u1,Not Fixed,deb,CVE-2022-0563,Negligible
libc-bin,2.36-9+deb12u7,Not Fixed,deb,CVE-2019-9192,Negligible
libc-bin,2.36-9+deb12u7,Not Fixed,deb,CVE-2019-1010025,Negligible
libc-bin,2.36-9+deb12u7,Not Fixed,deb,CVE-2019-1010024,Negligible
libc-bin,2.36-9+deb12u7,Not Fixed,deb,CVE-2019-1010023,Negligible
libc-bin,2.36-9+deb12u7,Not Fixed,deb,CVE-2019-1010022,Negligible
libc-bin,2.36-9+deb12u7,Not Fixed,deb,CVE-2018-20796,Negligible
libc-bin,2.36-9+deb12u7,Not Fixed,deb,CVE-2010-4756,Negligible
